Company Name,Symbol,SERIES
Vraj Iron and Steel Limited,VRAJ,EQ
VRL Logistics Limited,VRLLOG,EQ
Vardhman Special Steels Limited,VSSL,EQ
VST Industries Limited,VSTIND,EQ
Vibhor Steel Tubes Limited,VSTL,EQ
V.S.T Tillers Tractors Limited,VSTTILLERS,EQ
Vardhman Textiles Limited,VTL,EQ
Waaree Energies Limited,WAAREEENER,EQ
Indosolar Limited,WAAREEINDO,BE
Waaree Renewable Technologies Limited,WAAREERTL,EQ
VA Tech Wabag Limited,WABAG,EQ
Wakefit Innovations Limited,WAKEFIT,EQ
Walchandnagar Industries Limited,WALCHANNAG,EQ
Wanbury Limited,WANBURY,BE
Western Carriers (India) Limited,WCIL,EQ
Wealth First Portfolio Managers Limited,WEALTH,EQ
Websol Energy System Limited,WEBELSOLAR,EQ
Weizmann Limited,WEIZMANIND,EQ
Wonder Electricals Limited,WEL,EQ
Welspun Corp Limited,WELCORP,EQ
Welspun Enterprises Limited,WELENT,EQ
Welspun Investments and Commercials Limited,WELINV,EQ
Welspun Specialty Solutions Limited,WELSPLSOL,EQ
Welspun Living Limited,WELSPUNLIV,EQ
Wendt (India) Limited,WENDT,EQ
WESTLIFE FOODWORLD LIMITED,WESTLIFE,EQ
WE WIN LIMITED,WEWIN,EQ
WeWork India Management Limited,WEWORK,EQ
Wheels India Limited,WHEELS,EQ
Whirlpool of India Limited,WHIRLPOOL,EQ
Williamson Magor & Company Limited,WILLAMAGOR,EQ
Wim Plast Limited,WIMPLAST,EQ
Windlas Biotech Limited,WINDLAS,EQ
Windsor Machines Limited,WINDMACHIN,EQ
Winsome Yarns Limited,WINSOME,BZ
The Western India Plywoods Limited,WIPL,EQ
Wipro Limited,WIPRO,EQ
Wockhardt Limited,WOCKPHARMA,EQ
Wonderla Holidays Limited,WONDERLA,EQ
Worth Peripherals Limited,WORTHPERI,EQ
WPIL Limited,WPIL,EQ
W S Industries (I) Limited,WSI,EQ
West Coast Paper Mills Limited,WSTCSTPAPR,EQ
Xchanging Solutions Limited,XCHANGING,EQ
Xelpmoc Design And Tech Limited,XELPMOC,EQ
Xpro India Limited,XPROINDIA,EQ
Xtglobal Infotech Limited,XTGLOBAL,EQ
Yasho Industries Limited,YASHO,EQ
Yatharth Hospital & Trauma Care Services Limited,YATHARTH,EQ
Yatra Online Limited,YATRA,EQ
Yes Bank Limited,YESBANK,EQ
Yuken India Limited,YUKEN,EQ
Zaggle Prepaid Ocean Services Limited,ZAGGLE,EQ
Zee Entertainment Enterprises Limited,ZEEL,EQ
Zee Learn Limited,ZEELEARN,EQ
Zee Media Corporation Limited,ZEEMEDIA,BE
Zenith Exports Limited,ZENITHEXPO,EQ
Zenith Steel Pipes & Industries Limited,ZENITHSTL,EQ
Zensar Technologies Limited,ZENSARTECH,EQ
Zen Technologies Limited,ZENTEC,EQ
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,EQ
ZF Steering Gear (India) Limited,ZFSTEERING,EQ
Zim Laboratories Limited,ZIMLAB,EQ
Zodiac Energy Limited,ZODIAC,BE
Zodiac Clothing Company Limited,ZODIACLOTH,EQ
Zota Health Care LImited,ZOTA,EQ
Saraswati Commercial India Limited,ZSARACOM,EQ
Zuari Agro Chemicals Limited,ZUARI,EQ
ZUARI INDUSTRIES LIMITED,ZUARIIND,EQ
Zydus Lifesciences Limited,ZYDUSLIFE,EQ
Zydus Wellness Limited,ZYDUSWELL,EQ
